HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2457685.14205,2016-10-23.6392854,bd,1.69,14.291,10.027,0.006,374.470,2.080,V
2457685.14332,2016-10-23.6405505,bd,1.68,14.466,10.036,0.005,370.868,1.739,V
2457686.09762,2016-10-24.5947755,bd,1.55,14.620,10.069,0.005,360.073,1.660,V
2457686.09888,2016-10-24.5960306,bd,1.53,14.611,10.060,0.005,362.812,1.576,V
2457686.10013,2016-10-24.5972844,bd,1.63,14.609,10.058,0.004,363.416,1.543,V
2457689.03260,2016-10-27.5295076,bd,1.58,14.617,10.143,0.005,336.118,1.555,V
2457689.03385,2016-10-27.5307603,bd,1.55,14.626,10.153,0.005,333.074,1.468,V
2457689.03510,2016-10-27.5320120,bd,1.58,14.632,10.154,0.006,332.977,1.676,V
2457694.12547,2016-11-01.6219765,bd,1.63,14.634,10.107,0.004,347.646,1.502,V
2457694.12673,2016-11-01.6232373,bd,1.60,14.633,10.107,0.005,347.694,1.584,V
2457694.12798,2016-11-01.6244913,bd,1.57,14.597,10.119,0.005,343.735,1.547,V
2457697.03410,2016-11-04.5303953,bd,1.57,14.618,10.040,0.004,369.543,1.555,V
2457697.03536,2016-11-04.5316496,bd,1.52,14.618,10.041,0.004,369.407,1.457,V
2457697.03660,2016-11-04.5328938,bd,1.55,14.618,10.043,0.005,368.549,1.613,V
2457699.00316,2016-11-06.4993155,bd,1.58,14.604,10.036,0.005,371.030,1.600,V
2457699.00442,2016-11-06.5005723,bd,1.57,14.598,10.026,0.005,374.601,1.639,V
2457699.00569,2016-11-06.5018365,bd,1.58,14.594,10.020,0.004,376.636,1.560,V
2457702.89287,2016-11-10.3887543,bd,1.45,14.529,9.979,0.005,391.085,1.824,V
2457702.89412,2016-11-10.3900046,bd,1.54,14.533,9.978,0.005,391.236,1.902,V
2457702.89537,2016-11-10.3912557,bd,1.49,14.529,9.967,0.005,395.556,1.771,V
2457704.06340,2016-11-11.5592042,bd,1.64,14.589,9.995,0.004,385.377,1.580,V
2457704.06466,2016-11-11.5604693,bd,1.65,14.586,9.994,0.004,385.654,1.592,V
2457704.06593,2016-11-11.5617333,bd,1.66,14.584,9.989,0.005,387.594,1.754,V
2457704.88781,2016-11-12.3835592,bd,1.65,14.514,9.996,0.005,385.149,1.739,V
2457704.88907,2016-11-12.3848262,bd,1.61,14.501,9.999,0.005,383.913,1.848,V
2457704.89032,2016-11-12.3860752,bd,1.68,14.518,10.006,0.005,381.236,1.718,V
2457707.00976,2016-11-14.5053797,bd,1.67,14.559,10.060,0.004,363.258,1.577,V
2457707.01101,2016-11-14.5066350,bd,1.60,14.565,10.058,0.005,363.472,1.692,V
2457707.01227,2016-11-14.5078901,bd,1.71,14.578,10.071,0.005,359.090,1.767,V
2457712.09290,2016-11-19.5882285,bd,1.57,14.662,10.176,0.005,326.217,1.469,V
2457712.09415,2016-11-19.5894800,bd,1.65,14.663,10.184,0.005,323.907,1.439,V
2457712.09540,2016-11-19.5907377,bd,1.59,14.669,10.181,0.005,324.689,1.555,V
2457716.91861,2016-11-24.4137004,bd,2.09,14.558,10.058,0.005,363.394,1.776,V
2457716.91986,2016-11-24.4149501,bd,2.05,14.567,10.057,0.005,364.012,1.795,V
2457716.92112,2016-11-24.4162087,bd,2.05,14.567,10.059,0.005,363.228,1.664,V
2457745.97068,2016-12-23.4650975,bd,1.68,14.623,9.953,0.005,400.463,1.929,V
2457745.97195,2016-12-23.4663641,bd,1.76,14.613,9.963,0.005,396.925,1.936,V
2457745.97320,2016-12-23.4676206,bd,1.78,14.617,9.967,0.005,395.700,1.769,V
2457747.98373,2016-12-25.4781626,bd,2.13,14.588,10.020,0.005,376.813,1.871,V
2457747.98502,2016-12-25.4794484,bd,1.99,14.609,10.016,0.005,378.137,1.797,V
2457747.98629,2016-12-25.4807131,bd,2.00,14.605,10.011,0.005,379.928,1.789,V
2457755.99386,2017-01-02.4883820,bd,1.49,14.713,10.152,0.005,333.687,1.557,V
2457755.99513,2017-01-02.4896542,bd,1.50,14.709,10.146,0.005,335.515,1.608,V
2457755.99643,2017-01-02.4909533,bd,1.56,14.704,10.141,0.005,336.716,1.497,V
2457757.86833,2017-01-04.3628968,bd,1.48,14.658,10.031,0.005,372.915,1.567,V
2457757.86966,2017-01-04.3642254,bd,1.50,14.660,10.035,0.005,371.446,1.586,V
2457757.87091,2017-01-04.3654707,bd,1.52,14.659,10.032,0.005,372.500,1.591,V
2457761.83927,2017-01-08.3339378,bd,1.58,14.632,10.025,0.005,375.076,1.622,V
2457761.84054,2017-01-08.3352026,bd,1.56,14.628,10.016,0.004,378.274,1.571,V
2457761.84180,2017-01-08.3364673,bd,1.54,14.629,10.012,0.005,379.224,1.657,V
2457766.91845,2017-01-13.4132774,bd,1.65,14.582,9.971,0.005,394.103,1.930,V
2457766.91971,2017-01-13.4145408,bd,1.64,14.594,9.973,0.005,393.271,1.801,V
2457766.92095,2017-01-13.4157849,bd,1.55,14.584,9.976,0.004,392.100,1.652,V
2457769.96129,2017-01-16.4562395,bd,1.56,14.641,10.052,0.005,365.620,1.574,V
2457769.96254,2017-01-16.4574957,bd,1.54,14.646,10.059,0.005,363.158,1.561,V
2457769.96379,2017-01-16.4587468,bd,1.59,14.648,10.067,0.005,360.514,1.539,V
2457771.88979,2017-01-18.3848251,bd,1.99,14.651,10.138,0.005,337.802,1.497,V
2457771.89105,2017-01-18.3860863,bd,1.81,14.673,10.140,0.005,337.322,1.496,V
2457771.89231,2017-01-18.3873423,bd,1.84,14.676,10.137,0.005,338.116,1.474,V
2457774.89850,2017-01-21.3936710,bd,1.48,14.739,10.201,0.005,318.583,1.392,V
2457774.89976,2017-01-21.3949378,bd,1.52,14.736,10.194,0.005,320.843,1.484,V
2457774.90102,2017-01-21.3962001,bd,1.50,14.737,10.193,0.005,321.219,1.467,V
2457779.93074,2017-01-26.4261829,bd,2.26,14.580,10.079,0.004,356.676,1.567,V
2457779.93199,2017-01-26.4274366,bd,2.11,14.600,10.081,0.005,356.126,1.595,V
2457780.92419,2017-01-27.4196946,bd,1.50,14.653,10.050,0.005,366.310,1.576,V
2457780.92547,2017-01-27.4209682,bd,1.47,14.655,10.054,0.005,365.137,1.574,V
2457780.92675,2017-01-27.4222532,bd,1.51,14.657,10.053,0.005,365.169,1.599,V
2457782.92070,2017-01-29.4163179,bd,1.53,14.631,10.017,0.005,377.815,1.718,V
2457782.92198,2017-01-29.4176047,bd,1.51,14.631,10.017,0.005,377.598,1.622,V
2457782.92327,2017-01-29.4188930,bd,1.51,14.626,10.007,0.005,381.238,1.692,V
2457784.91746,2017-01-31.4132077,bd,1.57,14.596,9.973,0.005,393.475,1.791,V
2457784.91874,2017-01-31.4144868,bd,1.52,14.601,9.982,0.005,390.245,1.702,V
2457784.92001,2017-01-31.4157579,bd,1.55,14.601,9.980,0.005,390.699,1.790,V
2457788.78862,2017-02-04.2846210,bd,1.56,14.621,9.990,0.005,386.978,1.689,V
2457788.78990,2017-02-04.2859078,bd,1.55,14.630,10.000,0.005,383.642,1.663,V
2457788.79118,2017-02-04.2871839,bd,1.53,14.625,9.989,0.005,387.426,1.617,V
2457794.83783,2017-02-10.3342708,bd,1.51,14.697,10.195,0.005,320.540,1.510,V
2457794.83911,2017-02-10.3355473,bd,1.53,14.683,10.205,0.006,317.559,1.588,V
2457794.84039,2017-02-10.3368344,bd,1.46,14.691,10.206,0.005,317.147,1.607,V
2457797.82664,2017-02-13.3233096,bd,1.56,14.705,10.173,0.005,327.212,1.602,V
2457797.82791,2017-02-13.3245778,bd,1.57,14.700,10.172,0.005,327.558,1.523,V
2457797.82919,2017-02-13.3258648,bd,1.56,14.701,10.170,0.005,327.944,1.498,V
2457799.80872,2017-02-15.3055481,bd,1.51,14.692,10.120,0.005,343.208,1.613,V
2457799.81000,2017-02-15.3068255,bd,1.55,14.683,10.115,0.005,345.213,1.495,V
2457799.81129,2017-02-15.3081134,bd,1.53,14.684,10.115,0.005,345.185,1.573,V
2457802.82328,2017-02-18.3203568,bd,1.45,14.645,10.043,0.005,369.014,1.580,V
2457802.82456,2017-02-18.3216322,bd,1.50,14.641,10.042,0.004,368.876,1.543,V
2457802.82583,2017-02-18.3229056,bd,1.50,14.649,10.054,0.004,365.254,1.526,V
2457805.74879,2017-02-21.2461185,bd,1.55,14.605,9.983,0.005,389.715,1.726,V
2457805.75007,2017-02-21.2473993,bd,1.60,14.600,9.981,0.005,390.522,1.701,V
2457805.75136,2017-02-21.2486881,bd,1.51,14.606,9.983,0.004,389.660,1.598,V
2457807.84958,2017-02-23.3470872,bd,1.69,14.574,9.968,0.005,395.085,1.691,V
2457807.85086,2017-02-23.3483631,bd,1.65,14.578,9.967,0.005,395.793,1.812,V
2457807.85213,2017-02-23.3496434,bd,1.67,14.572,9.961,0.005,397.766,1.714,V
2457816.79671,2017-03-04.2950327,bd,1.46,14.711,10.189,0.005,322.385,1.434,V
2457816.79798,2017-03-04.2963039,bd,1.51,14.712,10.190,0.004,322.224,1.357,V
2457816.79925,2017-03-04.2975716,bd,1.54,14.716,10.190,0.005,322.160,1.490,V
2457825.79610,2017-03-13.2952738,bd,1.42,14.619,10.024,0.005,375.280,1.633,V
2457825.79736,2017-03-13.2965408,bd,1.45,14.606,10.014,0.005,378.775,1.716,V
2457825.79863,2017-03-13.2978135,bd,1.54,14.607,10.015,0.005,378.177,1.689,V
2457827.75619,2017-03-15.2555621,bd,2.16,14.582,9.976,0.004,392.056,1.554,V
2457827.75748,2017-03-15.2568493,bd,2.14,14.587,9.981,0.004,390.538,1.543,V
2457827.75875,2017-03-15.2581229,bd,2.08,14.587,9.980,0.004,390.777,1.629,V
2457831.77732,2017-03-19.2770854,bd,1.84,14.595,10.020,0.005,376.403,1.675,V
2457831.77860,2017-03-19.2783656,bd,1.84,14.587,10.016,0.005,377.789,1.677,V
2457831.77988,2017-03-19.2796396,bd,1.89,14.592,10.014,0.004,378.635,1.507,V
2457833.77327,2017-03-21.2732288,bd,2.09,14.610,10.098,0.005,350.534,1.554,V
2457833.77455,2017-03-21.2745097,bd,2.06,14.606,10.097,0.004,350.620,1.438,V
2457833.77582,2017-03-21.2757822,bd,2.05,14.613,10.095,0.005,351.439,1.555,V
2457834.76180,2017-03-22.2618583,bd,1.78,14.667,10.128,0.004,340.830,1.449,V
2457834.76307,2017-03-22.2631217,bd,1.75,14.661,10.130,0.004,340.468,1.453,V
2457834.76434,2017-03-22.2643972,bd,1.75,14.662,10.124,0.005,342.043,1.547,V
2457837.75447,2017-03-25.2548125,bd,1.99,14.640,10.193,0.005,321.099,1.490,V
2457837.75575,2017-03-25.2560968,bd,2.05,14.642,10.190,0.005,322.089,1.531,V
2457837.75701,2017-03-25.2573601,bd,2.07,14.632,10.200,0.005,319.176,1.463,V
2457838.75057,2017-03-26.2510109,bd,1.59,14.703,10.177,0.005,325.928,1.524,V
2457838.75184,2017-03-26.2522848,bd,1.61,14.709,10.188,0.005,322.632,1.481,V
2457838.75318,2017-03-26.2536289,bd,1.52,14.702,10.174,0.005,326.815,1.541,V
2457840.73923,2017-03-28.2398708,bd,1.90,14.687,10.175,0.005,326.406,1.451,V
2457840.74050,2017-03-28.2411351,bd,1.76,14.681,10.155,0.004,332.631,1.409,V
2457840.74177,2017-03-28.2424134,bd,1.89,14.684,10.164,0.004,329.722,1.429,V
2457842.73951,2017-03-30.2403430,bd,1.50,14.658,10.098,0.005,350.754,1.567,V
2457842.74077,2017-03-30.2416085,bd,1.58,14.653,10.095,0.005,351.499,1.566,V
2457842.74205,2017-03-30.2428844,bd,1.53,14.656,10.096,0.005,351.093,1.561,V
2457848.72478,2017-04-05.2261840,bd,2.14,14.540,9.989,0.005,387.807,1.807,V
2457848.72604,2017-04-05.2274518,bd,2.14,14.554,9.993,0.005,386.223,1.692,V
2457848.72733,2017-04-05.2287353,bd,2.12,14.555,9.986,0.005,388.545,1.748,V
2457975.13056,2017-08-09.6345738,bd,1.55,14.417,9.964,0.007,396.716,2.431,V
2457976.12635,2017-08-10.6302861,bd,1.52,14.496,9.948,0.005,402.397,2.036,V
2457976.12762,2017-08-10.6315646,bd,1.65,14.490,9.956,0.006,399.379,2.196,V
2457976.12890,2017-08-10.6328353,bd,1.55,14.488,9.958,0.006,398.959,2.238,V
2457977.12203,2017-08-11.6258958,bd,1.59,14.524,9.951,0.006,401.476,2.092,V
2457977.12329,2017-08-11.6271555,bd,1.54,14.512,9.950,0.005,401.791,1.985,V
2457977.12457,2017-08-11.6284321,bd,1.55,14.520,9.950,0.005,401.865,1.961,V
2457978.11783,2017-08-12.6216240,bd,1.50,14.525,9.957,0.005,399.079,1.908,V
2457978.11910,2017-08-12.6228869,bd,1.49,14.515,9.944,0.005,403.950,1.906,V
2457978.12036,2017-08-12.6241541,bd,1.58,14.535,9.968,0.005,395.204,1.951,V
2457986.11003,2017-08-20.6132070,bd,1.63,14.644,10.152,0.005,333.514,1.666,V
2457986.11131,2017-08-20.6144879,bd,1.64,14.633,10.139,0.005,337.496,1.505,V
2457986.11258,2017-08-20.6157599,bd,1.64,14.646,10.148,0.005,334.632,1.647,V
2457993.09140,2017-08-27.5939836,bd,1.56,14.608,10.057,0.004,363.861,1.547,V
2457993.09267,2017-08-27.5952520,bd,1.58,14.595,10.038,0.004,370.477,1.583,V
2457993.09393,2017-08-27.5965184,bd,1.58,14.604,10.051,0.005,366.023,1.586,V
2457996.11226,2017-08-30.6145832,bd,1.58,13.493,9.975,0.013,392.686,4.704,V
2457996.11353,2017-08-30.6158532,bd,1.60,13.283,9.943,0.011,404.097,4.119,V
2457996.11479,2017-08-30.6171215,bd,1.58,13.393,9.944,0.012,404.024,4.634,V
2457997.10791,2017-08-31.6101445,bd,1.62,14.571,9.965,0.005,396.182,1.749,V
2457997.10918,2017-08-31.6114209,bd,1.60,14.563,9.950,0.004,401.712,1.495,V
2457997.11045,2017-08-31.6126824,bd,1.56,14.570,9.956,0.005,399.311,1.815,V
2458005.06308,2017-09-08.5645937,bd,1.65,14.587,10.113,0.005,345.839,1.591,V
2458005.06436,2017-09-08.5658648,bd,1.67,14.605,10.120,0.005,343.550,1.651,V
2458005.06570,2017-09-08.5672155,bd,1.76,14.592,10.125,0.005,341.895,1.599,V
2458014.13209,2017-09-17.6327230,bd,1.50,14.631,10.049,0.004,366.635,1.509,V
2458014.13336,2017-09-17.6339964,bd,1.48,14.633,10.049,0.004,366.606,1.542,V
2458014.13463,2017-09-17.6352626,bd,1.48,14.639,10.058,0.004,363.563,1.529,V
2458016.10705,2017-09-19.6074931,bd,1.59,14.594,9.995,0.005,385.157,1.751,V
2458016.10842,2017-09-19.6088630,bd,1.47,14.602,10.003,0.005,382.833,1.844,V
2458016.10967,2017-09-19.6101148,bd,1.54,14.601,10.002,0.005,382.852,1.766,V
2458020.09013,2017-09-23.5901965,bd,1.56,14.584,9.969,0.005,394.564,1.761,V
2458020.09140,2017-09-23.5914612,bd,1.60,14.583,9.968,0.005,394.763,1.831,V
2458020.09267,2017-09-23.5927361,bd,1.66,14.586,9.970,0.005,394.427,1.764,V
2458024.03500,2017-09-27.5346784,bd,1.54,14.618,10.069,0.004,360.032,1.488,V
2458024.03627,2017-09-27.5359456,bd,1.53,14.622,10.072,0.005,358.995,1.603,V
2458024.03754,2017-09-27.5372103,bd,1.49,14.619,10.068,0.004,360.317,1.529,V
2458025.05344,2017-09-28.5530164,bd,2.11,14.603,10.118,0.005,344.222,1.774,V
2458025.05472,2017-09-28.5542902,bd,2.11,14.586,10.110,0.006,346.509,1.657,V
2458026.05588,2017-09-29.5553594,bd,1.57,14.667,10.142,0.005,336.425,1.513,V
2458026.05715,2017-09-29.5566280,bd,1.56,14.659,10.133,0.004,339.644,1.436,V
2458026.05841,2017-09-29.5578915,bd,1.61,14.664,10.134,0.005,339.202,1.553,V
2458031.99432,2017-10-05.4932206,bd,2.33,99.990,99.990,99.990,99.990,99.990,V
2458031.99574,2017-10-05.4946444,bd,2.44,99.990,99.990,99.990,99.990,99.990,V
2458032.98831,2017-10-06.4871182,bd,1.61,14.543,10.105,0.006,347.983,1.738,V
2458032.98957,2017-10-06.4883857,bd,1.67,14.570,10.104,0.005,348.735,1.526,V
2458032.99085,2017-10-06.4896606,bd,1.63,14.567,10.101,0.006,349.373,1.772,V
2458044.15145,2017-10-17.6492267,bd,1.76,14.500,10.056,0.006,364.139,1.792,V
2458046.06579,2017-10-19.5634003,bd,1.63,14.652,10.122,0.004,342.821,1.404,V
2458046.06706,2017-10-19.5646688,bd,1.65,14.661,10.124,0.004,342.186,1.481,V
2458046.06833,2017-10-19.5659393,bd,1.62,14.658,10.127,0.005,341.332,1.513,V
2458048.07078,2017-10-21.5682200,bd,1.69,14.673,10.158,0.004,331.720,1.454,V
2458048.07206,2017-10-21.5694947,bd,1.69,14.678,10.160,0.004,330.796,1.358,V
2458048.07333,2017-10-21.5707737,bd,1.57,14.681,10.166,0.004,329.089,1.362,V
2458053.93771,2017-10-27.4346473,bd,1.52,14.595,10.082,0.004,355.655,1.520,V
2458053.93897,2017-10-27.4359089,bd,1.54,14.597,10.085,0.004,354.666,1.472,V
2458053.94023,2017-10-27.4371747,bd,1.59,14.595,10.086,0.004,354.190,1.433,V
2458054.92972,2017-10-28.4265821,bd,1.57,14.591,10.068,0.005,360.252,1.649,V
2458054.93098,2017-10-28.4278412,bd,1.55,14.590,10.058,0.004,363.803,1.490,V
2458054.93225,2017-10-28.4291048,bd,1.50,14.603,10.080,0.005,356.459,1.671,V
2458055.92951,2017-10-29.4262888,bd,1.56,14.581,10.054,0.004,364.858,1.547,V
2458055.93076,2017-10-29.4275491,bd,1.50,14.578,10.044,0.004,368.294,1.484,V
2458055.93203,2017-10-29.4288129,bd,1.64,14.583,10.054,0.005,365.048,1.740,V
2458056.92960,2017-10-30.4263002,bd,1.60,14.572,10.026,0.005,374.534,1.870,V
2458056.93091,2017-10-30.4276086,bd,1.55,14.554,10.019,0.005,377.051,1.682,V
2458056.93220,2017-10-30.4288997,bd,1.59,14.560,10.021,0.005,376.473,1.793,V
2458059.92071,2017-11-02.4171752,bd,1.52,14.509,9.964,0.004,396.523,1.607,V
2458059.92198,2017-11-02.4184428,bd,1.61,14.510,9.965,0.005,396.489,1.767,V
2458059.92324,2017-11-02.4197053,bd,1.59,14.512,9.960,0.006,397.896,2.089,V
2458060.93201,2017-11-03.4283997,bd,1.66,14.510,9.973,0.005,393.512,2.036,V
2458060.93326,2017-11-03.4296506,bd,1.74,14.510,9.959,0.005,398.455,1.943,V
2458060.93453,2017-11-03.4309202,bd,1.62,14.511,9.960,0.005,398.297,1.923,V
2458061.91645,2017-11-04.4127702,bd,1.71,14.461,9.979,0.006,391.286,1.996,V
2458061.91770,2017-11-04.4140253,bd,1.84,14.448,9.977,0.006,392.110,1.969,V
2458061.91895,2017-11-04.4152770,bd,1.83,14.446,9.970,0.006,394.648,2.115,V
2458062.93952,2017-11-05.4357685,bd,1.58,14.514,10.005,0.005,382.098,1.736,V
2458062.94078,2017-11-05.4370270,bd,1.65,14.524,10.002,0.005,383.137,1.990,V
2458062.94204,2017-11-05.4382894,bd,1.63,14.532,10.010,0.005,380.413,1.819,V
2458067.14359,2017-11-09.6395480,bd,1.48,14.641,10.133,0.005,339.389,1.683,V
2458067.14485,2017-11-09.6408059,bd,1.60,14.651,10.145,0.005,335.707,1.538,V
2458067.14612,2017-11-09.6420704,bd,1.49,14.644,10.145,0.005,335.909,1.637,V
2458068.09737,2017-11-10.5932572,bd,1.56,14.670,10.162,0.005,330.299,1.608,V
2458068.10355,2017-11-10.5994361,bd,1.51,14.672,10.157,0.005,331.945,1.573,V
2458070.13876,2017-11-12.6345203,bd,1.50,14.666,10.158,0.005,331.655,1.655,V
2458070.14003,2017-11-12.6357899,bd,1.51,14.665,10.153,0.005,333.354,1.500,V
2458070.14129,2017-11-12.6370527,bd,1.55,14.664,10.156,0.004,332.415,1.445,V
2458071.13487,2017-11-13.6305641,bd,1.59,14.651,10.138,0.005,337.611,1.682,V
2458071.13613,2017-11-13.6318295,bd,1.60,14.656,10.141,0.005,336.782,1.555,V
2458071.13740,2017-11-13.6330908,bd,1.60,14.648,10.138,0.004,337.737,1.487,V
2458074.99809,2017-11-17.4935454,bd,2.01,14.602,10.087,0.006,354.089,1.900,V
2458074.99935,2017-11-17.4948094,bd,2.02,14.600,10.082,0.005,355.630,1.684,V
2458075.00061,2017-11-17.4960739,bd,2.04,14.597,10.080,0.005,356.315,1.756,V
2458078.05496,2017-11-20.5502490,bd,1.68,14.577,10.004,0.005,382.051,1.817,V
2458078.05622,2017-11-20.5515174,bd,1.65,14.576,10.009,0.005,380.446,1.740,V
2458078.05750,2017-11-20.5527918,bd,1.60,14.583,10.014,0.005,378.596,1.807,V
2458082.10116,2017-11-24.5962480,bd,1.96,14.572,9.982,0.004,390.055,1.624,V
2458082.10241,2017-11-24.5975071,bd,1.83,14.565,9.966,0.005,395.485,1.684,V
2458082.10368,2017-11-24.5987718,bd,1.74,14.566,9.975,0.005,392.695,1.686,V
2458097.87559,2017-12-10.37015,bd,1.52,14.612,10.066,0.005,361.244,1.798,V
2458097.87687,2017-12-10.3714200,bd,1.48,14.611,10.064,0.006,361.805,1.952,V
2458097.87814,2017-12-10.3726983,bd,1.49,14.616,10.071,0.005,359.569,1.874,V
2458110.00049,2017-12-22.4949054,bd,1.61,14.691,10.184,0.005,323.672,1.563,V
2458110.94970,2017-12-23.4441157,bd,1.63,14.710,10.190,0.004,321.991,1.344,V
2458110.95231,2017-12-23.4467322,bd,1.57,14.709,10.186,0.005,323.184,1.437,V
2458110.95493,2017-12-23.4493415,bd,1.53,14.711,10.190,0.005,322.015,1.450,V
2458113.81868,2017-12-26.3131135,bd,1.51,14.658,10.153,0.005,333.396,1.497,V
2458113.82098,2017-12-26.3154188,bd,1.56,14.666,10.156,0.004,332.353,1.456,V
2458113.82355,2017-12-26.3179775,bd,1.53,14.669,10.158,0.005,331.558,1.504,V
2458116.92000,2017-12-29.4144606,bd,1.53,14.636,10.108,0.004,347.468,1.462,V
2458116.92190,2017-12-29.4163516,bd,1.59,14.639,10.128,0.005,340.943,1.526,V
2458121.97547,2018-01-03.4700083,bd,1.48,14.579,10.011,0.005,379.927,1.782,V
2458121.97719,2018-01-03.4717288,bd,1.57,14.588,10.003,0.005,382.513,1.709,V
2458121.97893,2018-01-03.4734645,bd,1.52,14.578,10.007,0.005,381.347,1.854,V
2458153.90974,2018-02-04.4057335,bd,1.66,14.705,10.221,0.005,313.058,1.415,V
2458153.91101,2018-02-04.4070026,bd,1.68,14.709,10.216,0.004,314.572,1.343,V
2458153.91228,2018-02-04.4082684,bd,1.70,14.712,10.216,0.004,314.302,1.386,V
2458158.88621,2018-02-09.3825531,bd,2.38,14.530,10.119,0.006,343.844,1.692,V
2458158.88748,2018-02-09.3838310,bd,2.38,14.563,10.144,0.005,336.119,1.597,V
2458158.88876,2018-02-09.3851056,bd,2.48,14.531,10.132,0.006,339.728,1.683,V
2458159.89399,2018-02-10.3904103,bd,1.60,14.630,10.104,0.005,348.657,1.616,V
2458159.89526,2018-02-10.3916869,bd,1.63,14.625,10.103,0.005,349.071,1.669,V
2458160.89348,2018-02-11.3899840,bd,1.61,14.646,10.077,0.005,357.390,1.573,V
2458160.89475,2018-02-11.3912501,bd,1.62,14.648,10.083,0.005,355.284,1.598,V
2458161.87903,2018-02-12.3756130,bd,1.46,14.645,10.057,0.004,364.121,1.543,V
2458161.88032,2018-02-12.3768974,bd,1.50,14.644,10.055,0.005,364.654,1.574,V
2458161.88159,2018-02-12.3781732,bd,1.48,14.636,10.043,0.005,368.642,1.633,V
2458169.86527,2018-02-20.3625017,bd,1.53,14.659,10.131,0.005,339.973,1.504,V
2458169.86655,2018-02-20.3637792,bd,1.56,14.651,10.122,0.004,342.932,1.393,V
2458169.86783,2018-02-20.3650550,bd,1.51,14.652,10.122,0.005,342.902,1.605,V
2458183.78668,2018-03-06.2851741,bd,2.24,14.562,10.030,0.006,373.278,2.234,V
2458183.78797,2018-03-06.2864541,bd,2.23,14.568,10.047,0.006,367.668,2.012,V
2458183.78925,2018-03-06.2877289,bd,2.25,14.569,10.042,0.006,368.907,2.218,V
2458185.80264,2018-03-08.3013190,bd,1.50,14.586,9.990,0.005,387.195,1.689,V
2458185.80392,2018-03-08.3026011,bd,1.50,14.591,9.999,0.004,383.918,1.586,V
2458185.80521,2018-03-08.3038817,bd,1.55,14.584,9.993,0.005,386.112,1.676,V
2458194.75702,2018-03-17.2565625,bd,2.06,14.685,10.234,0.006,309.262,1.524,V
2458194.75830,2018-03-17.2578343,bd,2.03,14.673,10.226,0.005,311.457,1.438,V
2458194.75958,2018-03-17.2591204,bd,2.02,14.678,10.231,0.005,310.092,1.479,V
2458195.77672,2018-03-18.2763667,bd,1.49,14.699,10.226,0.005,311.560,1.430,V
2458195.77800,2018-03-18.2776391,bd,1.41,14.699,10.230,0.005,310.419,1.412,V
2458195.77932,2018-03-18.2789671,bd,1.50,14.698,10.231,0.005,310.349,1.324,V
